,Unnamed: 0,CPI,CPI_imputed,Date,Dept,Fuel_Price,IsHoliday,Promotion1,Promotion1_imputed,Promotion2,Promotion2_imputed,Promotion3,Promotion3_imputed,Promotion4,Promotion4_imputed,Promotion5,Promotion5_imputed,Size (sq ft),Store,Temperature,Type,Unemployment,Weekly_Sales,Weekly_Sales to be predicted,Weekly_Sales_imputed
49534,32672,0.0,0.0,2013-06-14,17,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0.0,0,0.0,0.0,0,762.1816332748499
12347,2842,130.38490320000002,187.03541359362302,2012-02-10,35,3.116,True,9264.48,14666.9160632053,8292.73,7112.154748004691,179.72,717.886771868658,18849.21,9041.62305471953,9083.54,8060.520211733491,219622,13,33.73,A,6.104,3714.53,0,8579.17495984237
49104,32242,0.0,0.0,2013-06-07,5,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0.0,0,0.0,0.0,0,1271.9236153720717
65496,48634,0.0,0.0,2013-06-21,9,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,0.0,0,0.0,0.0,0,1018.5157851662675
5525,7492,210.182398,161.548721654974,2010-12-31,40,2.949,True,0.0,90.4159022309514,0.0,433.40121359924797,0.0,-22.090542554111,0.0,-39.1715019889412,0.0,-184.504086538434,39910,36,52.88,A,8.476,10070.08,0,7888.900974053535
64743,47881,0.0,0.0,2013-05-31,83,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0.0,0,0.0,0.0,0,-349.0002036067399
62179,45317,0.0,0.0,2013-01-18,91,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0.0,0,0.0,0.0,0,-122.34916020404671
5042,3773,126.73133329999999,160.076557568886,2010-12-03,35,2.727,False,0.0,251.90511889416302,0.0,-1976.3509561570602,0.0,781.262847590242,0.0,-100.513657192246,0.0,327.831176673227,158114,34,34.7,A,10.21,1898.0,0,18281.28469068089
3270,9539,136.52491819999997,173.13685187068802,2010-08-20,71,2.779,False,0.0,152.45434954231501,0.0,-301.314208798601,0.0,-435.575630253031,0.0,14.034429646773301,0.0,-15.5679068528268,103681,35,75.16,B,8.861,15401.84,0,11317.047665779663
57201,40339,0.0,0.0,2012-12-07,2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0.0,0,0.0,0.0,0,-383.19876211366227
30012,13150,0.0,0.0,2013-04-26,92,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0.0,0,0.0,0.0,0,320.99180510196766
59623,42761,0.0,0.0,2012-12-07,95,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0.0,0,0.0,0.0,0,149.8762750132164
36375,19513,0.0,0.0,2013-03-01,21,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0.0,0,0.0,0.0,0,1108.3661346700028
36387,19525,0.0,0.0,2013-05-24,21,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0.0,0,0.0,0.0,0,1108.3661346700028
45127,28265,0.0,0.0,2013-07-05,44,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.0,0,0.0,0.0,0,-445.16830721319
14193,9037,220.4287124,195.269532297199,2012-05-25,25,3.5610000000000004,False,10926.02,9385.992528883531,0.0,-2393.2786903600304,967.95,45.4944846570162,1983.54,2471.9920563464702,6579.15,4588.32713858763,184109,39,78.31,A,6.989,8865.99,0,8579.17495984237
40999,24137,0.0,0.0,2013-01-04,7,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0,0.0,0.0,0,1673.39169510161
62760,45898,0.0,0.0,2013-06-28,8,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0.0,0,0.0,0.0,0,672.886832700392
19214,2352,0.0,0.0,2013-04-19,85,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0.0,0,291.4378940386573
60510,43648,0.0,0.0,2012-11-30,21,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0.0,0,0.0,0.0,0,1188.7786122472908
2857,473,126.1283548,112.76004638604799,2010-07-23,28,3.112,False,0.0,1023.92474132921,0.0,64.9301831641257,0.0,-401.27231520171097,0.0,148.305715582962,0.0,360.843887865989,39690,38,99.22,C,14.18,76.24,0,3642.117405744968
33724,16862,0.0,0.0,2013-05-03,22,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0.0,0,0.0,0.0,0,1235.1604879706942
11986,10644,130.27922579999998,177.170191851045,2012-01-20,81,3.273,False,1358.95,2422.76100138387,3015.89,1424.70333250443,27.49,-851.934836157329,255.88,-103.523155551604,2402.57,1201.43272059006,158114,34,39.28,A,9.652999999999999,16504.39,0,14317.820982755005
45911,29049,0.0,0.0,2013-07-19,87,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.0,0,0.0,0.0,0,15.698288850149765
3783,2260,215.0615285,197.415986598972,2010-09-17,91,2.582,False,0.0,172.149462185509,0.0,951.049737153305,0.0,485.418707611833,0.0,-184.307437351772,0.0,-217.159262968498,125833,9,81.19,B,6.442,866.34,0,941.0522388240397
34034,17172,0.0,0.0,2013-04-19,30,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0.0,0,0.0,0.0,0,1002.8441374636241
64451,47589,0.0,0.0,2013-01-18,71,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0.0,0,0.0,0.0,0,-600.0049616998558
43188,26326,0.0,0.0,2013-02-22,87,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0,0.0,0.0,0,47.79738919410465
18510,1648,0.0,0.0,2012-12-14,48,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0.0,0,107.95171046657424
47977,31115,0.0,0.0,2013-04-26,54,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.0,0,0.0,0.0,0,-408.29536200021084
30893,14031,0.0,0.0,2013-07-05,20,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0,0.0,0.0,0,1428.2137408946378
33110,16248,0.0,0.0,2012-11-09,5,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0.0,0,0.0,0.0,0,1404.8031674097333
30753,13891,0.0,0.0,2012-11-23,17,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0,0.0,0.0,0,1718.119843779722
60297,43435,0.0,0.0,2013-03-15,14,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0.0,0,0.0,0.0,0,456.5457438456865
26577,9715,0.0,0.0,2013-02-08,48,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0,0.0,0.0,0,-27.376132782671448
50950,34088,0.0,0.0,2012-12-21,67,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0.0,0,0.0,0.0,0,-418.482578994056
26840,9978,0.0,0.0,2012-12-28,59,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0,0.0,0.0,0,-391.2800610732693
61576,44714,0.0,0.0,2013-05-31,56,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0.0,0,0.0,0.0,0,-539.4565882798752
54104,37242,0.0,0.0,2013-04-26,87,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0,0.0,0.0,0,-401.4672780671144
46499,29637,0.0,0.0,2013-01-11,6,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.0,0,0.0,0.0,0,1230.1411679933844
59204,42342,0.0,0.0,2013-04-19,79,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0.0,0,0.0,0.0,0,-326.59737004006
56073,39211,0.0,0.0,2013-03-22,49,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0.0,0,0.0,0.0,0,-389.1289239401358
12408,16337,137.1666774,152.733481310678,2012-02-10,14,3.655,True,36778.65,19298.0484634261,4105.7,3931.3021349240294,222.56,855.7015916983231,16024.01,26791.861517762798,8840.68,8704.88322056018,120653,18,32.83,B,8.075,23820.52,0,12586.433365047757
5617,14900,127.19177420000001,155.515413660818,2011-01-07,87,3.287,False,0.0,214.387173637181,0.0,-256.154969638728,0.0,-587.926175124119,0.0,-190.37200082818802,0.0,56.5707573881411,39690,42,43.43,C,8.744,1609.44,0,12292.736932694606
37241,20379,0.0,0.0,2013-04-05,46,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0.0,0,0.0,0.0,0,-267.7608625068069
48002,31140,0.0,0.0,2013-01-25,55,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.0,0,0.0,0.0,0,-673.7250126407307
43130,26268,0.0,0.0,2013-07-12,83,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0,0.0,0.0,0,-42.43409271460041
41493,24631,0.0,0.0,2012-12-14,21,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0,0.0,0.0,0,853.8278269918314
25698,8836,0.0,0.0,2012-11-30,22,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0,0.0,0.0,0,1090.950321724279
45258,28396,0.0,0.0,2012-11-23,54,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.0,0,0.0,0.0,0,-488.2362689747406
32767,15905,0.0,0.0,2013-07-26,94,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0,0.0,0.0,0,334.0601246825313
13001,4381,130.82619350000002,120.993669083757,2012-03-16,79,4.273,False,9582.27,6761.13695368337,731.87,1491.76655094441,4.02,369.42123651218,1589.97,2591.90028178521,2365.63,5126.340377723321,112238,12,64.44,B,12.187000000000001,46454.63,0,8579.17495984237
62532,45670,0.0,0.0,2012-11-09,3,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0.0,0,0.0,0.0,0,131.07158974429876
10853,12336,217.99808489999998,209.48486437403702,2011-11-11,31,3.2969999999999997,False,10382.9,10559.6466023874,6115.67,7624.758733471071,215.07,146.578126245455,2406.62,3261.78811346414,6551.42,7465.04506015,151315,1,59.11,A,7.8660000000000005,1683.65,0,8579.17495984237
42069,25207,0.0,0.0,2013-07-12,35,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0,0.0,0.0,0,390.1059678268557
37125,20263,0.0,0.0,2013-05-03,41,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0.0,0,0.0,0.0,0,527.5526488528803
55655,38793,0.0,0.0,2013-07-05,32,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0.0,0,0.0,0.0,0,46.69921107809023
13115,10616,220.9244858,184.089646420896,2012-03-23,74,3.787,False,4783.0,6146.19388483604,70.51,868.026717165414,2.38,534.118825438379,837.58,1356.81889391362,6900.79,6250.784695628511,203750,31,62.96,A,7.057,16868.26,0,26102.257297951142
17992,1130,0.0,0.0,2012-12-14,31,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0.0,0,405.4029429958
41212,24350,0.0,0.0,2013-05-10,12,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0,0.0,0.0,0,1375.100679307197
45746,28884,0.0,0.0,2013-05-17,81,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.0,0,0.0,0.0,0,-119.6360142703661
56497,39635,0.0,0.0,2013-05-17,72,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0.0,0,0.0,0.0,0,-419.974809257581
62706,45844,0.0,0.0,2013-03-15,7,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0.0,0,0.0,0.0,0,765.2371523858765
64259,47397,0.0,0.0,2013-02-01,56,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0.0,0,0.0,0.0,0,-459.50276156280415
52612,35750,0.0,0.0,2013-01-11,24,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0,0.0,0.0,0,554.8843641990811
32587,15725,0.0,0.0,2013-02-08,90,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0,0.0,0.0,0,243.8221829025556
12291,5211,137.0632581,166.12801587655198,2012-02-03,19,3.633,False,23656.27,18476.566067463,2347.13,2055.6639581670497,110.26,12.0633655316773,11641.23,21140.0008155095,2548.96,6031.187547397621,93638,29,40.58,B,8.988,49.0,0,8579.17495984237
54452,37590,0.0,0.0,2013-05-24,99,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0,0.0,0.0,0,731.3163683435932
64228,47366,0.0,0.0,2013-03-29,55,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0.0,0,0.0,0.0,0,-174.69349711027826
1327,16396,132.0226667,163.784688093167,2010-04-23,35,2.895,False,0.0,-132.752208739521,0.0,96.24517014258042,0.0,-124.03851654403,0.0,-81.1131451343031,0.0,-190.730815551701,120653,18,50.3,B,9.269,3638.0,0,5251.2592270099885
35168,18306,0.0,0.0,2013-02-08,83,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0.0,0,0.0,0.0,0,53.817989218367984
59863,43001,0.0,0.0,2013-02-08,3,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0.0,0,0.0,0.0,0,148.1902486115714
43327,26465,0.0,0.0,2013-07-26,92,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0,0.0,0.0,0,160.57382183744403
23222,6360,0.0,0.0,2013-01-04,22,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,0,0.0,0.0,0,839.7517674930436
39824,22962,0.0,0.0,2013-05-31,42,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0,0,0.0,0.0,0,276.98716200617037
3513,11630,126.1019355,123.490410898235,2010-09-03,14,3.0869999999999997,False,0.0,426.215257768024,0.0,-187.75079035209598,0.0,-891.0991199381281,0.0,15.4086393649786,0.0,328.170131679998,39690,38,83.12,C,14.18,1257.2,0,6946.444111148594
50577,33715,0.0,0.0,2013-02-15,48,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0.0,0,0.0,0.0,0,-321.05480048982645
48915,32053,0.0,0.0,2013-07-19,99,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.0,0,0.0,0.0,0,387.39282189317464
11705,14985,212.40357630000003,198.52428544940102,2011-12-30,24,3.389,True,6918.65,7578.93555910948,97740.99,46885.1214486735,270.38,2324.82290495533,1648.03,-491.581288302738,2852.19,1587.5476673027,203742,20,36.35,A,7.082000000000001,5080.91,0,16789.608361117807
21487,4625,0.0,0.0,2013-02-08,56,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0,0.0,0.0,0,-304.28497467116904
7135,41,138.0638929,150.876117901291,2011-04-08,58,3.72,False,0.0,697.0939543874119,0.0,137.297147605555,0.0,147.785177256469,0.0,-487.683005684761,0.0,-58.400270130624506,103681,35,46.87,B,8.512,140.0,0,6601.698949820937
5468,7871,126.98358059999998,157.726927593309,2010-12-24,13,3.236,False,0.0,257.832317611681,0.0,383.16587004838,0.0,-913.430874229294,0.0,125.220573204628,0.0,38.1757947095912,206302,28,52.02,A,14.312999999999999,36184.42,0,15325.134549475511
51852,34990,0.0,0.0,2013-03-29,3,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0,0.0,0.0,0,873.6983910204094
46025,29163,0.0,0.0,2013-06-28,92,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.0,0,0.0,0.0,0,128.5005609785726
9094,7788,215.4834482,196.64693708833198,2011-07-29,81,3.682,False,0.0,476.95997882781097,0.0,-421.246735983484,0.0,321.89933677347403,0.0,-184.53178388841,0.0,179.671683513746,151315,1,86.83,A,7.962000000000001,26624.75,0,17737.30862078476
5154,9512,126.73133329999999,150.917259545572,2010-12-03,52,2.812,False,0.0,433.068468246609,0.0,-1902.84517661906,0.0,303.02163561968604,0.0,-270.569029414317,0.0,-223.723440521839,93188,17,22.47,B,6.885,4369.34,0,3451.0198788482194
45227,28365,0.0,0.0,2013-01-18,52,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.0,0,0.0,0.0,0,67.27390107517158
21330,4468,0.0,0.0,2012-12-07,49,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0,0.0,0.0,0,128.51348072111387
