,Unnamed: 0,Store,Dept,Date,Weekly_Sales,IsHoliday,Temperature,Fuel_Price,Promotion1,Promotion2,Promotion3,Promotion4,Promotion5,CPI,Unemployment,Type,Size (sq ft),Promotion1_imputed,Promotion2_imputed,Promotion3_imputed,Promotion4_imputed,Promotion5_imputed,CPI_imputed,Weekly_Sales_imputed
59074,59074,20,74,2010-10-08,20396.16,False,51.5,2.764,0.0,0.0,0.0,0.0,0.0,204.951982,7.484,A,203742,-13.16140703115252,1064.6963206681623,-66.54566773714777,146.395399011402,7.138563511845405,172.95941481662186,6476.320434335068
47172,47172,6,6,2012-04-13,4411.9,False,71.29,3.891,4634.18,6968.14,18.04,1544.21,2875.46,223.1163529,5.964,A,202505,8258.646277899908,2171.0157291052856,424.0294824143495,149.71967997242643,4497.1261469214505,190.694308824948,17570.056232889718
25276,25276,12,11,2011-03-18,17944.53,False,64.21,3.692,0.0,0.0,0.0,0.0,0.0,128.5121935,14.021,B,112238,280.094942551772,96.83400310829019,-117.05832796134013,-10.347505458366411,498.0247538950621,154.5374161351569,25162.00006200384
72274,72274,11,91,2010-12-03,34847.84,False,55.9,2.708,0.0,0.0,0.0,0.0,0.0,214.9153531,7.564,A,207499,-287.0366198336187,1765.8470499319687,-64.59813483555597,376.82579525292863,-57.730896761698205,187.04668634813683,45156.82216768435
25603,25603,32,87,2011-12-23,11474.65,False,25.97,3.173,1211.62,10.3,1255.26,33.0,4932.34,196.1713893,8.513,A,203007,-71.9038312304674,-6134.292353030401,-7425.399651632741,937.3936280886096,8343.51500227519,165.91430853935307,-2519.627803186697
73649,73649,35,40,2010-04-16,49791.59,False,54.95,2.899,0.0,0.0,0.0,0.0,0.0,135.82725,9.051,B,103681,-45.917626185523204,-253.46212114812192,-742.6436408702234,-220.13453307732087,141.21510383446525,159.6377709388009,30223.796171416267
19499,19499,13,93,2011-06-10,52389.78,False,61.39,3.732,0.0,0.0,0.0,0.0,0.0,129.0357097,7.193,A,219622,187.4988305718844,583.3885038071072,-450.03140946202,-195.61961743440185,913.3636480581121,146.5574029877969,54737.787397740576
81557,81557,21,33,2011-07-29,7044.61,False,91.56,3.682,0.0,0.0,0.0,0.0,0.0,215.1363819,7.852,B,140167,640.2925376528965,-398.3308138643688,414.4163237110012,-308.43523754696776,-135.95468214643847,174.99414992400855,20146.18321234293
78502,78502,7,1,2010-04-30,6584.55,False,38.99,2.766,0.0,0.0,0.0,0.0,0.0,189.575127,8.963,B,70713,226.60112407631772,487.63333678540647,-46.84229651068034,-240.87136004987087,217.99268119031763,162.1200223795296,1997.8679919172464
33035,33035,18,35,2010-09-03,2406.32,False,75.42,2.735,0.0,0.0,0.0,0.0,0.0,132.72483870000002,9.342,B,120653,102.48009920560345,-258.5952877028035,-366.6046568484768,-53.560833117107,51.37646021771843,181.54491924824632,-1200.6159801678514
61551,61551,39,23,2010-11-26,26270.48,True,67.75,2.735,0.0,0.0,0.0,0.0,0.0,210.51527650000003,8.476,A,184109,74.78294274275004,1534.4326591865802,238.55121940494743,-55.553681316135,-266.98815974160647,185.13534349556045,27970.567791387286
76064,76064,9,9,2010-07-09,12769.65,False,78.51,2.642,0.0,0.0,0.0,0.0,0.0,214.6564301,6.442,B,125833,183.18057728922082,1191.1661078610118,388.5951304221984,-101.82463140996856,-251.6011089009171,181.02260289603225,10943.82494650282
21636,21636,14,7,2012-09-28,39889.8,False,64.88,3.997,3816.64,38.19,8.16,2545.14,3536.04,192.0135577,8.684,A,200898,8829.735817117173,-102.50356006898858,851.8655023289024,1312.2862226326795,4463.633123930207,162.33495981127834,25953.156839417097
16278,16278,19,83,2011-10-21,3049.62,False,52.05,3.757,0.0,0.0,0.0,0.0,0.0,136.50177419999997,7.866,A,203819,271.0113459330546,-557.1779155511284,-2014.5739713725213,-141.55605432339394,289.21440936852537,145.8158310351106,7484.265680038188
10459,10459,16,6,2012-10-19,3656.75,False,40.59,3.75,1278.03,0.0,1.16,16.38,1395.48,199.1481963,5.847,B,57197,1580.3847416149938,-1520.1614181157336,3577.953514255149,-158.69519978871583,3173.9163533459264,162.463141732154,21364.957239574258
2666,2666,3,51,2010-06-11,3.76,False,82.1,2.668,0.0,0.0,0.0,0.0,0.0,214.787913,7.343,B,37392,219.91575322942657,919.4312280275767,70.39761146024358,-114.82440891172381,-161.96834906606068,191.12539977812386,2210.1073623079683
55072,55072,4,22,2011-11-11,18337.72,False,47.12,3.286,12851.52,16658.47,430.13,5630.01,9213.39,129.81670970000002,5.143,A,205863,16888.434193832352,16401.30194648841,586.8345831104693,5211.132612994772,6109.864277102521,178.07757914856873,17672.79480414249
35143,35143,13,29,2010-06-25,5213.63,False,71.83,2.82,0.0,0.0,0.0,0.0,0.0,126.1266,8.107000000000001,A,219622,81.23898098943937,935.5992457685176,-425.4329942332342,-28.823430805211053,203.9845495327277,164.16855695366948,1316.041064193434
45469,45469,31,98,2011-01-07,8207.22,False,44.24,2.9760000000000004,0.0,0.0,0.0,0.0,0.0,211.0648881,8.027999999999999,A,203750,-234.58890526949472,1283.690585147138,399.18991910084435,-11.860972767707608,-87.99279976617892,160.5808029685281,1582.9201094105392
28239,28239,24,93,2010-10-08,37804.98,False,54.82,2.903,0.0,0.0,0.0,0.0,0.0,132.75166670000002,8.275,A,203819,-79.87766062928084,-126.40410803385737,-650.9077640331998,-122.34617870072908,140.46890066400442,160.12727387700684,21827.01858535909
42818,42818,13,35,2011-06-24,3689.76,False,66.38,3.668,0.0,0.0,0.0,0.0,0.0,129.0663,7.193,A,219622,279.89093058566186,226.16054075127343,-464.89347077026406,54.29219510833217,427.089756544804,164.535269846541,24329.008781228273
76511,76511,11,14,2012-03-30,22133.83,False,70.23,3.845,7438.04,190.98,1.0,1345.08,3504.0,224.8651254,6.8329999999999975,A,207499,6910.349280045555,2107.4266251629933,485.0750060617368,1413.5476473831955,7485.238241908914,182.9673193574781,12242.851038787452
80308,80308,43,56,2011-04-15,447.97,False,65.01,3.743,0.0,0.0,0.0,0.0,0.0,207.1015429,10.581,C,41062,11.58336349661158,-111.73913196621277,-469.46479968059526,-287.3738636675298,545.2680516609678,150.852753107279,4892.775770506149
77900,77900,17,30,2012-06-08,2522.24,False,60.51,3.776,6233.58,140.2,328.34,763.88,4501.73,130.8896774,6.235,B,93188,6679.002242540126,506.3351574117825,-532.7681378005377,2156.571055105408,3569.6711804511187,162.34257846139377,11821.819266726161
65079,65079,35,58,2011-04-08,140.0,False,46.87,3.72,0.0,0.0,0.0,0.0,0.0,138.0638929,8.512,B,103681,697.0939543874123,137.29714760555453,147.78517725646878,-487.6830056847606,-58.400270130624456,150.87611790129102,9067.796695208544
72852,72852,28,33,2012-06-01,5514.33,False,78.11,4.277,15488.5,0.0,72.0,3872.89,5319.68,130.95922579999998,11.627,A,206302,11695.802987141544,-768.3838017310777,27.629212282824998,3982.874149638469,5538.9590951875925,107.27252690880005,6216.373542802254
50250,50250,40,8,2010-12-03,34019.29,False,33.6,3.065,0.0,0.0,0.0,0.0,0.0,132.7566667,5.287000000000001,A,155083,-56.702045968512714,-2161.653655244434,-1008.716477085134,-282.5656407962865,277.4805402674749,146.86416569391463,50420.92415378515
79693,79693,1,11,2012-02-17,26269.87,False,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,A,151315,14530.741693060292,5183.837570889146,257.4996922792501,4009.54023471508,6843.829916430131,185.5909091288176,14630.70978688463
42299,42299,32,46,2010-07-16,26239.4,False,76.2,2.699,0.0,0.0,0.0,0.0,0.0,189.6125456,9.017,A,203007,191.59064504109932,965.3255978281453,0.4332127936387451,-182.36294571193642,200.24549919137368,175.14044014377984,26951.352848308466
49822,49822,17,60,2012-03-30,342.0,False,45.29,3.734,8337.43,74.41,6.0,418.13,3444.54,130.96709679999998,6.403,B,93188,3852.218589415617,-4711.318608096315,-347.53692051923133,1326.8031871790986,3802.0592352486187,154.30262446386104,20091.916828328256
82548,82548,19,85,2012-03-02,2933.73,False,34.83,3.983,28177.29,3485.95,22.78,31324.8,2851.55,137.4238966,7.943,A,203819,29080.423685298145,131.9551578135489,882.6918289630478,28100.427206864144,2568.283598981761,108.72720357863108,16576.633159897927
25279,25279,2,21,2010-05-14,10583.82,False,73.31,2.854,0.0,0.0,0.0,0.0,0.0,209.9984585,8.2,A,202307,147.3439221359258,1170.7815604501538,268.38018901479165,27.47476330078712,61.26892485976465,154.96690819883239,5197.151775394152
33000,33000,2,56,2012-07-20,1026.54,False,83.23,3.3110000000000004,6961.58,241.2,24.97,3401.36,2453.42,221.5701123,6.565,A,202307,6682.104020216358,-1147.6183345527966,1201.148844233559,3833.481674649413,12926.368976284242,201.6626721240124,8760.13136360679
7752,7752,29,54,2012-01-20,20.0,False,29.16,3.542,2021.51,2502.83,4.65,383.01,2842.32,136.85641940000002,8.988,B,93638,2573.0273895709583,-2725.936535594111,1112.2939661858518,350.32268108013466,3049.993147481675,162.42907254799817,10118.194728506893
29899,29899,4,17,2011-03-25,17390.13,False,59.1,3.48,0.0,0.0,0.0,0.0,0.0,128.6160645,6.51,A,205863,763.9708131503505,119.44883125731027,-2164.5497318440907,-183.70670009718856,-81.54662877074999,179.97602351446068,6653.630157730644
70791,70791,8,4,2011-12-09,20210.92,False,30.51,3.158,4425.92,36.0,346.05,1791.15,9889.35,222.4651238,6.1229999999999976,A,155078,4172.3596648303965,1088.256923828085,-662.4409333023839,3268.3429845527558,10359.448147498957,186.10533023470336,-12523.377975496667
78474,78474,40,91,2012-10-12,43370.19,False,47.35,4.029,1686.43,0.0,13.85,589.97,6365.02,138.9117,4.145,A,155083,4356.693881017808,-912.2581558928584,-246.01357685240453,10.648075602554853,3304.628200301337,149.91499624583025,22782.34279283734
52775,52775,7,10,2010-02-12,17155.05,True,25.9,2.572,0.0,0.0,0.0,0.0,0.0,189.4642725,9.014,B,70713,-542.6144189947504,-1681.1574566051866,1332.173510655992,-356.44702377173013,557.9218697581719,162.1108865349978,4911.428027298727
12752,12752,8,79,2012-06-15,21142.03,False,77.14,3.393,8583.02,265.7,151.05,1184.4,5675.58,225.3134743,5.6789999999999985,A,155078,8060.351710967723,-64.64706377250513,-161.55735782284484,3125.373330048365,9620.418771447976,205.96379225056717,21403.740585314747
25396,25396,22,31,2011-09-16,2536.18,False,68.08,3.809,0.0,0.0,0.0,0.0,0.0,140.2735,8.023,B,119557,140.46032689643107,-90.9223690176382,13.75402329954636,96.9903394249068,-212.150763357342,156.90767061821464,19211.460290100094
61112,61112,41,16,2010-03-12,8926.37,False,33.4,2.684,0.0,0.0,0.0,0.0,0.0,189.7372075,7.541,A,196321,-81.75717512557141,-930.9575483420559,957.9378949199719,67.69068173996777,355.02892641650186,161.92568611380986,4152.073989203771
35369,35369,20,40,2011-08-19,83718.43,False,71.25,3.747,0.0,0.0,0.0,0.0,0.0,208.84243590000003,7.274,A,203742,-643.0838012837729,-954.6189208548736,128.9703842986953,7.3514601729914375,-493.0776772799609,167.49341149034294,80729.2581973327
56859,56859,6,55,2012-08-03,9340.99,False,87.55,3.417,31765.22,141.14,19.13,15925.51,6069.02,223.5607856,5.6679999999999975,A,202505,22004.372817092913,1080.5322851799865,424.53012680762544,19262.278424712826,7790.8892872587285,204.81317067835698,24687.000129117485
75033,75033,41,98,2010-07-09,9504.87,False,60.93,2.7110000000000003,0.0,0.0,0.0,0.0,0.0,189.5231276,7.335,A,196321,-103.88740932169777,1223.872440362566,68.29280806861749,188.6729807530769,112.93370238065607,190.40023219829632,14143.999987383908
2263,2263,32,29,2012-09-14,3371.7,False,64.05,3.659,6238.21,77.77,23.41,1404.74,8346.74,198.1267184,7.872000000000001,A,203007,7058.291234023031,479.4030302399506,118.32382741707971,2075.874768293963,5838.670393429874,185.1257489914859,14046.831092474345
20813,20813,40,17,2012-08-17,6812.3,False,69.41,3.84,3810.18,27.3,1.02,181.12,6417.42,138.1857097,4.1560000000000015,A,155083,3619.4669801647888,462.9624496107588,915.4958320093747,2105.098868855164,2142.64725171302,198.0210600712352,1327.6123969233831
17711,17711,41,22,2011-03-04,9153.1,False,34.99,3.232,0.0,0.0,0.0,0.0,0.0,192.0116004,7.241,A,196321,-78.9313923609402,-841.3043905691327,60.279876601368464,-535.8061514857402,-512.312244064171,151.2272760501769,564.8216266021936
14996,14996,10,79,2011-07-15,36764.95,False,86.01,3.779,0.0,0.0,0.0,0.0,0.0,129.1338387,8.257,B,126512,248.638757096337,-724.6159080943048,-8.358207599280206,-15.137594619912536,278.758024026326,160.13504658070914,24782.77754328652
18499,18499,28,74,2012-01-06,17509.6,False,50.43,3.599,5155.86,19549.51,218.29,636.73,5218.5,130.15751609999998,12.187,A,206302,9122.535671839758,7992.467923316538,236.57485358018272,889.8919105699448,5025.495990575626,172.68638517774303,17547.2947062202
73686,73686,44,95,2011-05-06,30753.46,False,47.75,3.744,0.0,0.0,0.0,0.0,0.0,129.04443329999998,6.9060000000000015,C,39910,426.80993094583437,-758.6322421834892,-1475.8229383612586,-227.52355481200425,829.2646425560146,149.62128141169327,20672.489135201584
80101,80101,8,36,2011-02-25,538.0,False,51.29,3.065,0.0,0.0,0.0,0.0,0.0,216.9247918,6.2620000000000005,A,155078,-203.0487999982129,-161.73772824220714,-2243.9490493253393,-87.20095695648523,-252.77715723551972,157.29236109784748,-2461.964950488549
44248,44248,23,72,2011-06-10,60400.77,False,65.23,3.924,0.0,0.0,0.0,0.0,0.0,134.94254840000002,4.7810000000000015,B,114533,158.1420874059936,-498.47733931281573,-391.4481519242327,-284.15420026245056,-76.2624457540876,152.9752894226135,20347.429953126786
18603,18603,31,30,2010-07-30,2632.02,False,83.59,2.64,0.0,0.0,0.0,0.0,0.0,211.0264684,8.099,A,203750,238.692812025126,859.6810722039943,453.7889908910953,-164.8555464496869,-263.6729286976069,195.9039833216544,4769.505180960168
37933,37933,45,29,2012-08-03,4801.32,False,76.58,3.654,24853.05,39.56,17.96,11142.69,2768.32,191.16409,8.684,B,118221,16440.328421291742,-2724.644745335317,-1.83279285027254,9241.774572952474,4249.2483504701,182.6925717876909,14401.992391010459
24714,24714,18,28,2010-07-23,725.4,False,75.71,2.784,0.0,0.0,0.0,0.0,0.0,132.5825806,9.342,B,120653,122.70766861141192,-476.50719220460365,-690.0366619537407,14.961341192448115,79.68497807206926,172.66249753519364,24611.08287802388
77957,77957,20,54,2011-06-10,342.92,False,73.64,3.881,0.0,0.0,0.0,0.0,0.0,208.1535092,7.287000000000001,A,203742,-211.7685029326985,-418.23943854830236,-488.05417160265284,-428.8602737120752,-374.5604271570262,166.65471575355664,13812.222935564261
7354,7354,43,83,2010-03-05,7443.99,False,52.89,2.625,0.0,0.0,0.0,0.0,0.0,203.3117653,9.521,C,41062,248.9599674259571,777.4453886661295,404.14393953692564,487.7708534651938,42.55760417489547,208.01515814290246,18175.920186513737
77919,77919,17,92,2011-04-29,46094.29,False,40.14,3.683,0.0,0.0,0.0,0.0,0.0,128.9998667,6.774,B,93188,456.4741389542669,366.81634606337036,-2928.331900814681,42.81774157225822,495.98700660991364,158.06283910538343,25869.740332875896
48295,48295,2,95,2011-11-25,138040.18,True,56.36,3.236,919.71,62.0,77451.26,23.0,1589.43,218.1130269,7.441,A,202307,-2518.8320341151048,-1260.667586481821,46022.1074670763,-574.2970426691128,-328.8225917767477,192.36394159968984,60734.62853773793
10586,10586,26,9,2011-01-14,7405.44,False,16.7,3.215,0.0,0.0,0.0,0.0,0.0,132.9510645,7.907,A,152513,729.1202158332543,-2636.0527009892608,586.2788940456812,-422.70015953456186,-108.01072923270316,142.57106102216875,3517.910906914647
180,180,27,29,2012-04-06,8049.99,False,48.73,4.143,10800.82,0.0,101.35,3079.87,5692.72,141.7712396,8.253,A,204184,10124.594701891074,-376.58466610084406,-479.1185865938691,2724.575568784592,4665.032656619825,138.2380704762892,18730.33415681761
4314,4314,40,42,2012-04-06,4845.86,False,36.54,3.957,9295.46,0.0,43.35,1876.1,6042.42,137.79709680000002,4.125,A,155083,6410.893985013712,366.1370634977733,97.23450999718477,1488.9545868077782,3798.758817793805,133.0782416515236,13116.039666330664
15847,15847,35,82,2010-06-11,11810.4,False,68.9,2.809,0.0,0.0,0.0,0.0,0.0,136.2874263,9.051,B,103681,50.1307733910926,-224.0921040893927,-387.5635708203849,-74.85166816925152,101.75973673523413,167.162242961429,13468.803577990138
24623,24623,2,82,2010-02-19,23184.9,False,39.69,2.514,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324,A,202307,-173.73908086706388,402.8304629259064,569.6003585775408,158.23694392711482,310.11613263048116,191.7185901168895,16525.390636187945
83351,83351,45,28,2010-08-20,303.62,False,76.01,2.779,0.0,0.0,0.0,0.0,0.0,182.6165205,8.743,B,118221,148.47539275647932,409.455137312288,232.71779481209083,-259.49816716073434,57.7598617674489,173.88138818784984,3656.81057538144
77244,77244,11,42,2010-04-23,5691.73,False,68.37,2.795,0.0,0.0,0.0,0.0,0.0,213.7221852,7.343,A,207499,56.25040892770721,1251.3205551847625,482.52230942036704,-212.35796141872467,-413.35345106524943,171.17411580786668,4589.361996046855
77604,77604,20,2,2011-08-12,82031.01,False,73.52,3.812,0.0,0.0,0.0,0.0,0.0,208.7820061,7.274,A,203742,-750.7890973495088,-1016.7559748446116,415.6325488339334,-113.9444590244957,60.208874460812474,176.12114060964748,85912.68023293423
16637,16637,45,11,2012-09-21,9811.95,False,65.32,4.038,8452.2,92.28,63.24,2376.38,8670.4,191.8567038,8.684,B,118221,10238.12591413796,-71.10965733224282,514.6762611078855,1914.7122370524235,4894.197625919611,158.57821370960627,21929.031389192758
78363,78363,34,17,2010-06-11,5984.97,False,80.84,2.668,0.0,0.0,0.0,0.0,0.0,126.1119032,9.593,A,158114,114.57323404778843,-156.96393190989667,-1391.849670794846,-35.0693313785996,122.88240844604799,186.4334690430751,29307.728235697727
68076,68076,39,85,2010-03-19,1100.73,False,58.62,2.72,0.0,0.0,0.0,0.0,0.0,209.9803208,8.554,A,184109,-334.69584076766205,1478.1141247600665,257.52590402758915,65.27471364800567,-147.87384665118998,187.30339564338595,15162.76861932771
6233,6233,34,35,2010-11-19,2309.0,False,40.93,2.78,0.0,0.0,0.0,0.0,0.0,126.6072,10.21,A,158114,67.28586471154813,-435.9578474175137,-662.1499828958204,109.61535359292068,191.76610031088669,163.91738891925797,11770.861317547227
45118,45118,39,41,2011-11-04,2398.75,False,58.04,3.332,0.0,0.0,0.0,0.0,0.0,216.5634344,7.716,A,184109,152.21778247522934,-329.5271994319255,637.3577280339973,80.66511854483872,-103.515934765142,187.61311104325247,7357.824507107958
53063,53063,35,60,2010-04-30,8.8,False,53.55,2.9210000000000003,0.0,0.0,0.0,0.0,0.0,135.9170833,9.051,B,103681,-158.0316063699638,256.81688467014567,92.86107978681349,116.73911170241855,-173.53248958594304,163.1194100123164,953.3484358621026
9063,9063,24,42,2010-07-30,6504.77,False,75.91,2.932,0.0,0.0,0.0,0.0,0.0,132.5983871,8.117,A,203819,201.62050992815688,-442.3840183195788,-1573.9223724012963,-66.45018097647585,223.64745501438256,138.78831721063594,33886.06702094506
7617,7617,1,80,2012-09-07,21718.71,True,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,A,151315,11003.844315917624,-314.9459954769284,738.8155423299762,2318.83532545278,2482.9706323998603,170.03298487026717,14655.143615444615
20696,20696,10,28,2011-07-29,705.82,False,86.75,3.694,0.0,0.0,0.0,0.0,0.0,129.16770970000002,8.257,B,126512,355.9483278235544,-1784.172266345364,-876.5751901834574,95.14883795681294,12.791328713648227,192.56106950313568,-9734.391976553958
20972,20972,14,51,2012-05-25,18.0,False,67.21,3.798,11421.79,0.0,634.52,1071.25,3204.72,191.0028096,8.567,A,200898,7450.188816113559,1378.8022852166198,10.47034652637126,2772.2661791126025,3427.5538741345513,170.8479493522363,5740.624980993702
41317,41317,21,11,2011-03-25,12618.66,False,70.33,3.4730000000000003,0.0,0.0,0.0,0.0,0.0,214.2521573,8.027999999999999,B,140167,379.1181549108155,223.8313117931001,235.46871780027462,34.125185090497105,-82.0909654038453,193.3190458286808,13404.930585645698
63319,63319,36,10,2010-04-23,10.46,False,68.03,2.762,0.0,0.0,0.0,0.0,0.0,209.2199574,8.464,A,39910,19.853806037641327,1073.8742233574048,480.5669129942736,-62.92689417569795,-95.56128845069249,179.89741417053085,4894.509150143684
64169,64169,31,41,2011-01-21,1069.5,False,42.72,3.016,0.0,0.0,0.0,0.0,0.0,211.4864691,8.027999999999999,A,203750,-284.2889693113275,1395.246508111579,-263.98828327591133,-49.56560489728713,-45.58877518582632,160.0898295188109,9176.64747698242
80499,80499,27,59,2010-10-08,726.91,False,57.78,2.903,0.0,0.0,0.0,0.0,0.0,136.6277321,8.021,A,204184,-127.25546080156256,960.7187386768347,-223.7349013516251,-95.72473044798812,-37.46791537916784,155.90055696463062,3194.011860817727
45135,45135,20,46,2011-09-30,28020.11,False,63.44,3.645,0.0,0.0,0.0,0.0,0.0,209.807836,7.274,A,203742,-313.53213134715,488.0485550828761,-799.0355962468657,-104.73276698178849,591.2609820685642,160.21504240692101,20381.664883401063
10815,10815,1,19,2011-09-16,1071.02,False,79.94,3.526,0.0,0.0,0.0,0.0,0.0,216.0410526,7.9620000000000015,A,151315,549.186002404288,212.017015732644,-652.422803087197,-43.6316971240733,-740.3626790861391,192.03516556966323,10186.505923399647
58993,58993,2,26,2012-02-17,9932.64,False,43.82,3.51,13942.54,14273.24,15.76,4927.14,6650.08,220.0651993,7.057,A,202307,11828.880282013826,13960.546810521046,606.7555118481508,4758.827676720378,7200.338273151376,169.28286994594413,16972.433680522674
52751,52751,31,99,2012-03-23,1.01,False,62.96,3.787,4783.0,70.51,2.38,837.58,6900.79,220.9244858,7.057,A,203750,6141.7186436220045,852.3261235312738,404.5086104856928,1369.2281634329277,5872.83605380122,186.52406655703945,8595.701879297383
78048,78048,36,5,2011-09-02,126.88,False,87.5,3.4810000000000003,0.0,0.0,0.0,0.0,0.0,214.5516896,8.177,A,39910,916.2592348313353,1055.031568454694,-582.3116186298935,-216.15604366645215,-511.7317522303533,215.1259005847685,10265.73229176192
19113,19113,18,30,2011-11-25,4767.44,True,41.97,3.536,748.82,46.0,71366.86,19.0,577.4,136.4788,8.471,B,120653,-1412.5105907878344,-1821.9553102822078,34061.48224832859,-155.34906538267182,1074.5585975446438,147.61471943754586,33429.92066256509
327,327,20,38,2012-09-07,128804.6,True,76.36,3.911,11783.56,-0.99,83.85,1938.4,3708.67,215.21895730000003,7.28,A,203742,9535.038462507406,-480.2283737301712,1814.7983098894001,3139.8970366150547,6886.269091900074,152.08624617265642,70212.3116387141
31174,31174,42,4,2012-04-06,16117.4,False,65.99,4.282,2.12,0.0,34.23,0.0,250.62,131.03754840000002,7.3820000000000014,C,39690,332.6663664996008,-1066.8492700305553,642.5633812541332,-374.7509113599089,134.99540499911586,128.76497229891157,3108.02531186906
14891,14891,35,98,2010-03-26,2.0,False,52.34,2.854,0.0,0.0,0.0,0.0,0.0,135.7073618,9.262,B,103681,-352.5316954218397,231.54198842242454,-20.630548171625605,-260.59990626656645,-120.3984048801467,165.82737329929526,-6220.963843255307
